Event Name,Time Created,Time Created ISO 8601,Time Received,Time Received ISO 8601,OTX,Source Asset,Sensor,Username
Set-AdminAuditLogConfig,"Thu, Dec 07 2023, 04:24 AM IST",2023-12-07T04:24:57,"Thu, Dec 07 2023, 04:29 AM IST",2023-12-07T04:29:04.005,No,DM6PR06MB5211,int2-m1-dev-sensor,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost)
